Ref,Val,Package,PosX,PosY,Rot,Side
"REF**","Stabilizer_MX_Single","Stabilizer_MX_Single",280.987500,-223.837500,0.000000,top
"REF**","Stabilizer_MX_2u","Stabilizer_MX_2u",504.825000,-176.212500,90.000000,top
"REF**","Stabilizer_MX_2u","Stabilizer_MX_2u",504.825000,-214.312500,90.000000,top
"REF**","Stabilizer_MX_2u","Stabilizer_MX_2u",352.425000,-147.637500,0.000000,top
"REF**","Stabilizer_MX_2u","Stabilizer_MX_2u",359.568750,-176.212500,90.000000,top
"REF**","Stabilizer_MX_Single","Stabilizer_MX_Single",185.737500,-223.837312,0.000000,top
"REF**","Stabilizer_MX_2u","Stabilizer_MX_2u",345.281250,-204.787500,0.000000,top
"SW1","SW_Push","Kailh_socket_MX",95.250000,-119.062500,0.000000,top
"SW2","SW_Push","Kailh_socket_MX",133.350000,-119.062500,0.000000,top
"SW3","SW_Push","Kailh_socket_MX",152.400000,-119.062500,0.000000,top
"SW4","SW_Push","Kailh_socket_MX",171.450000,-119.062500,0.000000,top
"SW5","SW_Push","Kailh_socket_MX",190.500000,-119.062500,0.000000,top
"SW6","SW_Push","Kailh_socket_MX",219.075000,-119.062500,0.000000,top
"SW7","SW_Push","Kailh_socket_MX",238.125000,-119.062500,0.000000,top
"SW8","SW_Push","Kailh_socket_MX",257.175000,-119.062500,0.000000,top
"SW9","SW_Push","Kailh_socket_MX",276.225000,-119.062500,0.000000,top
"SW10","SW_Push","Kailh_socket_MX",304.800000,-119.062500,0.000000,top
"SW11","SW_Push","Kailh_socket_MX",323.850000,-119.062500,0.000000,top
"SW12","SW_Push","Kailh_socket_MX",342.900000,-119.062500,0.000000,top
"SW13","SW_Push","Kailh_socket_MX",361.950000,-119.062500,0.000000,top
"SW14","SW_Push","Kailh_socket_MX",385.762500,-119.062500,0.000000,top
"SW15","SW_Push","Kailh_socket_MX",404.812500,-119.062500,0.000000,top
"SW16","SW_Push","Kailh_socket_MX",423.862500,-119.062500,0.000000,top
"SW17","SW_Push","Kailh_socket_MX",95.250000,-147.637500,0.000000,top
"SW18","SW_Push","Kailh_socket_MX",114.300000,-147.637500,0.000000,top
"SW19","SW_Push","Kailh_socket_MX",133.350000,-147.637500,0.000000,top
"SW20","SW_Push","Kailh_socket_MX",152.400000,-147.637500,0.000000,top
"SW21","SW_Push","Kailh_socket_MX",171.450000,-147.637500,0.000000,top
"SW22","SW_Push","Kailh_socket_MX",190.500000,-147.637500,0.000000,top
"SW23","SW_Push","Kailh_socket_MX",209.550000,-147.637500,0.000000,top
"SW24","SW_Push","Kailh_socket_MX",228.600000,-147.637500,0.000000,top
"SW25","SW_Push","Kailh_socket_MX",247.650000,-147.637500,0.000000,top
"SW26","SW_Push","Kailh_socket_MX",266.700000,-147.637500,0.000000,top
"SW27","SW_Push","Kailh_socket_MX",285.750000,-147.637500,0.000000,top
"SW28","SW_Push","Kailh_socket_MX",304.800000,-147.637500,0.000000,top
"SW29","SW_Push","Kailh_socket_MX",323.850000,-147.637500,0.000000,top
"SW30","SW_Push","Kailh_socket_MX",352.425000,-147.637500,0.000000,top
"SW31","SW_Push","Kailh_socket_MX",385.762500,-147.637500,0.000000,top
"SW32","SW_Push","Kailh_socket_MX",404.812500,-147.637500,0.000000,top
"SW33","SW_Push","Kailh_socket_MX",423.862500,-147.637500,0.000000,top
"SW34","SW_Push","Kailh_socket_MX",447.675000,-147.637500,0.000000,top
"SW35","SW_Push","Kailh_socket_MX",466.725000,-147.637500,0.000000,top
"SW36","SW_Push","Kailh_socket_MX",485.775000,-147.637500,0.000000,top
"SW37","SW_Push","Kailh_socket_MX",504.825000,-147.637500,0.000000,top
"SW38","SW_Push","Kailh_socket_MX",100.012500,-166.687500,0.000000,top
"SW39","SW_Push","Kailh_socket_MX",123.825000,-166.687500,0.000000,top
"SW40","SW_Push","Kailh_socket_MX",142.875000,-166.687500,0.000000,top
"SW41","SW_Push","Kailh_socket_MX",161.925000,-166.687500,0.000000,top
"SW42","SW_Push","Kailh_socket_MX",180.975000,-166.687500,0.000000,top
"SW43","SW_Push","Kailh_socket_MX",200.025000,-166.687500,0.000000,top
"SW44","SW_Push","Kailh_socket_MX",219.075000,-166.687500,0.000000,top
"SW45","SW_Push","Kailh_socket_MX",238.125000,-166.687500,0.000000,top
"SW46","SW_Push","Kailh_socket_MX",257.175000,-166.687500,0.000000,top
"SW47","SW_Push","Kailh_socket_MX",276.225000,-166.687500,0.000000,top
"SW48","SW_Push","Kailh_socket_MX",295.275000,-166.687500,0.000000,top
"SW49","SW_Push","Kailh_socket_MX",314.325000,-166.687500,0.000000,top
"SW50","SW_Push","Kailh_socket_MX",333.375000,-166.687500,0.000000,top
"SW51","SW_Push","Kailh_socket_MX",359.568750,-176.212500,0.000000,top
"SW52","SW_Push","Kailh_socket_MX",385.762500,-166.687500,0.000000,top
"SW53","SW_Push","Kailh_socket_MX",404.812500,-166.687500,0.000000,top
"SW54","SW_Push","Kailh_socket_MX",423.862500,-166.687500,0.000000,top
"SW55","SW_Push","Kailh_socket_MX",447.675000,-166.687500,0.000000,top
"SW56","SW_Push","Kailh_socket_MX",466.725000,-166.687500,0.000000,top
"SW57","SW_Push","Kailh_socket_MX",485.775000,-166.687500,0.000000,top
"SW58","SW_Push","Kailh_socket_MX",504.825000,-176.212500,0.000000,top
"SW59","SW_Push","Kailh_socket_MX",102.393750,-185.737500,0.000000,top
"SW60","SW_Push","Kailh_socket_MX",128.587500,-185.737500,0.000000,top
"SW61","SW_Push","Kailh_socket_MX",147.637500,-185.737500,0.000000,top
"SW62","SW_Push","Kailh_socket_MX",166.687500,-185.737500,0.000000,top
"SW63","SW_Push","Kailh_socket_MX",185.737500,-185.737500,0.000000,top
"SW64","SW_Push","Kailh_socket_MX",204.787500,-185.737500,0.000000,top
"SW65","SW_Push","Kailh_socket_MX",223.837500,-185.737500,0.000000,top
"SW66","SW_Push","Kailh_socket_MX",242.887500,-185.737500,0.000000,top
"SW67","SW_Push","Kailh_socket_MX",261.937500,-185.737500,0.000000,top
"SW68","SW_Push","Kailh_socket_MX",280.987500,-185.737500,0.000000,top
"SW69","SW_Push","Kailh_socket_MX",300.037500,-185.737500,0.000000,top
"SW70","SW_Push","Kailh_socket_MX",319.087500,-185.737500,0.000000,top
"SW71","SW_Push","Kailh_socket_MX",338.137500,-185.737500,0.000000,top
"SW72","SW_Push","Kailh_socket_MX",447.675000,-185.737500,0.000000,top
"SW73","SW_Push","Kailh_socket_MX",466.725000,-185.737500,0.000000,top
"SW74","SW_Push","Kailh_socket_MX",485.775000,-185.737500,0.000000,top
"SW75","SW_Push","Kailh_socket_MX",97.631250,-204.787500,0.000000,top
"SW76","SW_Push","Kailh_socket_MX",119.062500,-204.787500,0.000000,top
"SW77","SW_Push","Kailh_socket_MX",138.112500,-204.787500,0.000000,top
"SW78","SW_Push","Kailh_socket_MX",157.162500,-204.787500,0.000000,top
"SW79","SW_Push","Kailh_socket_MX",176.212500,-204.787500,0.000000,top
"SW80","SW_Push","Kailh_socket_MX",195.262500,-204.787500,0.000000,top
"SW81","SW_Push","Kailh_socket_MX",214.312500,-204.787500,0.000000,top
"SW82","SW_Push","Kailh_socket_MX",233.362500,-204.787500,0.000000,top
"SW83","SW_Push","Kailh_socket_MX",252.412500,-204.787500,0.000000,top
"SW84","SW_Push","Kailh_socket_MX",271.462500,-204.787500,0.000000,top
"SW85","SW_Push","Kailh_socket_MX",290.512500,-204.787500,0.000000,top
"SW86","SW_Push","Kailh_socket_MX",309.562500,-204.787500,0.000000,top
"SW87","SW_Push","Kailh_socket_MX",345.281250,-204.787500,0.000000,top
"SW88","SW_Push","Kailh_socket_MX",404.812500,-204.787500,0.000000,top
"SW89","SW_Push","Kailh_socket_MX",447.675000,-204.787500,0.000000,top
"SW90","SW_Push","Kailh_socket_MX",466.725000,-204.787500,0.000000,top
"SW91","SW_Push","Kailh_socket_MX",485.775000,-204.787500,0.000000,top
"SW92","SW_Push","Kailh_socket_MX",504.825000,-214.312500,0.000000,top
"SW93","SW_Push","Kailh_socket_MX",95.250000,-223.837500,0.000000,top
"SW94","SW_Push","Kailh_socket_MX",116.681250,-223.837500,0.000000,top
"SW95","SW_Push","Kailh_socket_MX",140.493750,-223.837500,0.000000,top
"SW96","SW_Push","Kailh_socket_MX",164.306250,-223.837500,0.000000,top
"SW97","SW_Push","Kailh_socket_MX",233.362500,-223.837500,0.000000,top
"SW98","SW_Push","Kailh_socket_MX",300.037500,-223.837500,0.000000,top
"SW99","SW_Push","Kailh_socket_MX",321.468750,-223.837500,0.000000,top
"SW100","SW_Push","Kailh_socket_MX",342.900000,-223.837500,0.000000,top
"SW101","SW_Push","Kailh_socket_MX",361.950000,-223.837500,0.000000,top
"SW102","SW_Push","Kailh_socket_MX",385.762500,-223.837500,0.000000,top
"SW103","SW_Push","Kailh_socket_MX",404.812500,-223.837500,0.000000,top
"SW104","SW_Push","Kailh_socket_MX",423.862500,-223.837500,0.000000,top
"SW105","SW_Push","Kailh_socket_MX",457.200000,-223.837500,0.000000,top
"SW106","SW_Push","Kailh_socket_MX",485.775000,-223.837500,0.000000,top
